"Enter to #win the new @Tide Oxi, with over 200 uses around the home! #TideAlRescate http://t.co/C7llZecHZZ"
RT @tide: We’re sharing stats about switching to cold water washing with Tide Coldwater Clean! http://t.co/lRtDU7XQZQ
RT @tide: Switching to cold with Tide Coldwater Clean is a small change that can make a big impact! #TurnToCold http://t.co/lgPlK82YIt
RT @tide: Switching to cold water washing can save you money &amp; a lifetime of energy! #TurnToCold http://t.co/QnMP1bmgFA
RT @tide: Hit the jackpot on energy savings by switching to cold! #TurnToCold http://t.co/xdlW0FJUGK
RT @tide: Saving energy starts in the laundry room! Save up by cooling down with Tide Coldwater Clean. #TurnToCold http://t.co/yNLoPoVrD5
RT @tide: Washing in cold could help light up NYC for over 25 years! Just another reason to switch &amp; save. #TurnToCold http://t.co/ZmMK6TRi…
RT @tide: Everyone loves to save! Switch to Tide Coldwater Clean to save energy and some extra cash. #TurnToCold http://t.co/pgfT0s9exI
RT @tide: The sun's out &amp; we're ready to fire up the grill! Get ready for #BBQseason with Tide Ultra Stain Release! #OneWashWow http://t.co…
From the Archives @flouronmyface2 Get your Whites Bright with #TideVividWhite @Tide #spon... http://t.co/H6EI92Aius
"Enter to #win the new @Tide Oxi, with over 200 uses around the home! #TideAlRescate http://t.co/0uJQh0vX7g"
"Enter to #win the new @Tide Oxi, with over 200 uses around the home! #TideAlRescate http://t.co/tpqCSPyPuP"
I wonder if OxiClean can take the @tide Pod stains out of my clothes?
"@tide, please send loads of hope to Louisville Mississippi!  Love your products &amp; love the fact that you offer loads of hope!"
RT @weatherninja: @tide...any chance of getting your tide loads of hope to Central Arkansas tornado victims? #Arkanstrong
RT @weatherninja: @tide...any chance of getting your tide loads of hope to Central Arkansas tornado victims? #Arkanstrong
RT @weatherninja: @tide...any chance of getting your tide loads of hope to Central Arkansas tornado victims? #Arkanstrong
RT @weatherninja: @tide...any chance of getting your tide loads of hope to Central Arkansas tornado victims? #Arkanstrong
#win the #new @tide Oxi Clean (2 winners) http://t.co/yxB6wzumjc via @browardsaves #TideAlRescate  http://t.co/6SNDB35loF
